#Digilent WaveForms Oscilloscope Record
#Device Name: Analog Discovery Studio
#Serial Number: SN:210415B1A0BE
#Date Time: 2026-09-16 14:22:41
#Sample rate: 1000Hz
#Samples: 15000
Time (s),Channel 1 (V),Channel 2 (V)
1.737000,0.792874,1.790030
1.738000,0.793018,1.769691
1.739000,0.795743,1.772696
1.740000,0.792624,1.763900
1.741000,0.791852,1.762773
1.742000,0.789700,1.775974
1.743000,0.790724,1.760698
1.744000,0.788506,1.751749
1.745000,0.786771,1.759560
1.746000,0.787876,1.753727
1.747000,0.787157,1.752922
1.748000,0.788230,1.762357
1.749000,0.787442,1.756089
1.750000,0.786236,1.751528
1.751000,0.785793,1.764586
1.752000,0.784949,1.765684
1.753000,0.785638,1.762583
1.754000,0.783878,1.756014
1.755000,0.784469,1.755423
1.756000,0.784358,1.752866
1.757000,0.784550,1.760410
1.758000,0.782974,1.756918
1.759000,0.783919,1.770704
1.760000,0.781710,1.759165
1.761000,0.782629,1.760679
1.762000,0.784288,1.765029
1.763000,0.783698,1.753328
1.764000,0.783701,1.772122
1.765000,0.782192,1.769663
1.766000,0.784056,1.756252
1.767000,0.782861,1.759589
1.768000,0.781930,1.758766
1.769000,0.784513,1.758463
1.770000,0.787244,1.763618
1.771000,0.784240,1.755563
1.772000,0.784770,1.757958
1.773000,0.782979,1.767284
1.774000,0.784569,1.754617
1.775000,0.784830,1.767401
1.776000,0.783408,1.756921
1.777000,0.786667,1.769840
1.778000,0.784654,1.770702
1.779000,0.782556,1.755329
1.780000,0.785016,1.777575
1.781000,0.786037,1.756942
1.782000,0.787781,1.776674
1.783000,0.788887,1.765785
1.784000,0.788506,1.754105
1.785000,0.789021,1.747827
1.786000,0.787805,1.757846
1.787000,0.787836,1.765059
1.788000,0.788799,1.777689
1.789000,0.790249,1.765836
1.790000,0.789306,1.763595
1.791000,0.790246,1.760883
1.792000,0.790891,1.760303
1.793000,0.793203,1.750624
1.794000,0.794085,1.761676
1.795000,0.794744,1.770547
1.796000,0.796051,1.760894
1.797000,0.795296,1.769353
1.798000,0.795945,1.771213
1.799000,0.796777,1.772311
1.800000,0.800787,1.766655
1.801000,0.799297,1.770382
1.802000,0.801444,1.775112
1.803000,0.801011,1.772689
1.804000,0.801756,1.771708
1.805000,0.805218,1.764775
1.806000,0.803224,1.788727
1.807000,0.802642,1.771339
1.808000,0.805800,1.791717
1.809000,0.808264,1.770739
1.810000,0.810766,1.789632
1.811000,0.809157,1.782444
1.812000,0.811296,1.777335
1.813000,0.813806,1.801077
1.814000,0.814101,1.787557
1.815000,0.815743,1.773935
1.816000,0.816359,1.785045
1.817000,0.817375,1.776485
1.818000,0.818838,1.787721
1.819000,0.819381,1.786870
1.820000,0.820940,1.794585
1.821000,0.821770,1.783048
1.822000,0.823030,1.780694
1.823000,0.823554,1.808428
1.824000,0.826830,1.795656
1.825000,0.826550,1.786486
1.826000,0.831009,1.800985
1.827000,0.831215,1.800893
1.828000,0.830722,1.801906
1.829000,0.833087,1.807489
1.830000,0.834182,1.795576
1.831000,0.836523,1.796759
1.832000,0.837250,1.795864
1.833000,0.841058,1.788664
1.834000,0.843080,1.808458
1.835000,0.843049,1.824276
1.836000,0.845155,1.818219
1.837000,0.844214,1.820110
1.838000,0.850491,1.818178
1.839000,0.851435,1.821353
1.840000,0.853351,1.798191
1.841000,0.855590,1.827018
1.842000,0.857741,1.839702
1.843000,0.855353,1.802359
1.844000,0.859779,1.816754
1.845000,0.863583,1.819284
1.846000,0.867066,1.827291
1.847000,0.868146,1.824627
1.848000,0.868436,1.816872
1.849000,0.870333,1.840348
1.850000,0.870851,1.821406
1.851000,0.875010,1.843391
1.852000,0.875341,1.832258
1.853000,0.878585,1.850391
1.854000,0.881270,1.840930
1.855000,0.882339,1.838620
1.856000,0.883975,1.840653
1.857000,0.886547,1.859278
1.858000,0.891047,1.867855
1.859000,0.890258,1.862677
1.860000,0.894193,1.853048
1.861000,0.898474,1.856639
1.862000,0.899536,1.863228
1.863000,0.903231,1.858658
1.864000,0.905928,1.859187
1.865000,0.908563,1.864137
1.866000,0.908812,1.862939
1.867000,0.913215,1.862694
1.868000,0.915687,1.868412
1.869000,0.916960,1.869935
1.870000,0.919612,1.871621
1.871000,0.918982,1.873870
1.872000,0.923862,1.875675
1.873000,0.926041,1.883333
1.874000,0.929313,1.886114
1.875000,0.932213,1.881798
1.876000,0.935556,1.901485
1.877000,0.937583,1.895880
1.878000,0.940171,1.883671
1.879000,0.944074,1.890627
1.880000,0.948266,1.894323
1.881000,0.949131,1.892538
1.882000,0.954032,1.913103
1.883000,0.954883,1.892472
1.884000,0.954682,1.896428
1.885000,0.959045,1.910619
1.886000,0.965467,1.903357
1.887000,0.963678,1.920117
1.888000,0.970018,1.904620
1.889000,0.970861,1.908260
1.890000,0.971016,1.917084
1.891000,0.975822,1.927084
1.892000,0.981346,1.910892
1.893000,0.982706,1.925203
1.894000,0.985284,1.923869
1.895000,0.990969,1.918929
1.896000,0.989659,1.924238
1.897000,0.994778,1.935537
1.898000,0.999003,1.948773
1.899000,1.000955,1.939314
1.900000,1.003883,1.950072
1.901000,1.009034,1.924209
1.902000,1.012267,1.946334
1.903000,1.014846,1.938907
1.904000,1.017280,1.941116
1.905000,1.022334,1.945914
1.906000,1.025750,1.939815
1.907000,1.028415,1.962977
1.908000,1.029623,1.984971
1.909000,1.038407,1.965548
1.910000,1.041256,1.967802
1.911000,1.039670,1.962965
1.912000,1.044431,1.977980
1.913000,1.046930,1.966885
1.914000,1.050673,1.972527
1.915000,1.056387,1.960896
1.916000,1.062182,1.981809
1.917000,1.064594,1.969215
1.918000,1.065853,1.988135
1.919000,1.073105,1.992171
1.920000,1.074469,1.992652
1.921000,1.075186,1.974912
1.922000,1.079850,1.998955
1.923000,1.084412,2.000893
1.924000,1.086904,2.008617
1.925000,1.091027,2.006550
1.926000,1.094512,2.008241
1.927000,1.099770,2.000097
1.928000,1.102830,2.014262
1.929000,1.104298,2.012119
1.930000,1.110409,1.993920
1.931000,1.115990,2.034990
1.932000,1.119094,2.018128
1.933000,1.123374,2.014143
1.934000,1.126263,2.015694
1.935000,1.130470,2.010238
1.936000,1.133991,2.038872
1.937000,1.139680,2.021875
1.938000,1.141873,2.029528
1.939000,1.145501,2.034096
1.940000,1.149338,2.033614
1.941000,1.155210,2.035428
1.942000,1.157421,2.037378
1.943000,1.162920,2.044299
1.944000,1.165172,2.058753
1.945000,1.170016,2.051700
1.946000,1.175295,2.048335
1.947000,1.175662,2.052852
1.948000,1.181002,2.049288
1.949000,1.184874,2.070786
1.950000,1.190258,2.055304
1.951000,1.192770,2.070715
1.952000,1.198159,2.069362
1.953000,1.205485,2.065251
1.954000,1.205171,2.075296
1.955000,1.211610,2.084298
1.956000,1.214971,2.069734
1.957000,1.221294,2.074962
1.958000,1.227291,2.072280
1.959000,1.227688,2.080352
1.960000,1.231968,2.075083
1.961000,1.236559,2.076417
1.962000,1.238419,2.094092
1.963000,1.242422,2.088545
1.964000,1.248945,2.105223
1.965000,1.255142,2.106407
1.966000,1.257865,2.092302
1.967000,1.264020,2.111453
1.968000,1.267887,2.113209
1.969000,1.271611,2.095507
1.970000,1.275917,2.116713
1.971000,1.278018,2.114285
1.972000,1.285239,2.112353
1.973000,1.286495,2.110633
1.974000,1.295005,2.116968
1.975000,1.298257,2.121930
1.976000,1.303954,2.113652
1.977000,1.306649,2.113313
1.978000,1.313834,2.123820
1.979000,1.315184,2.122540
1.980000,1.320537,2.111855
1.981000,1.325523,2.124919
1.982000,1.330830,2.135707
1.983000,1.336381,2.133238
1.984000,1.337974,2.137642
1.985000,1.342970,2.127065
1.986000,1.348187,2.130255
1.987000,1.354477,2.157356
1.988000,1.358160,2.143270
1.989000,1.359269,2.151350
1.990000,1.368394,2.145449
1.991000,1.371216,2.133116
1.992000,1.377272,2.168891
1.993000,1.381003,2.151418
1.994000,1.383780,2.162045
1.995000,1.391706,2.149850
1.996000,1.393245,2.156796
1.997000,1.400944,2.165084
1.998000,1.402842,2.144146
1.999000,1.407567,2.163766
2.000000,1.412614,2.154776
2.001000,1.418027,2.155247
2.002000,1.423480,2.167328
2.003000,1.428447,2.164840
2.004000,1.432162,2.170032
2.005000,1.438891,2.157974
2.006000,1.442366,2.160496
2.007000,1.445676,2.165710
2.008000,1.452008,2.163180
2.009000,1.455929,2.145853
2.010000,1.464815,2.169088
2.011000,1.467937,2.168454
2.012000,1.470497,2.175102
2.013000,1.476073,2.182867
2.014000,1.481776,2.166362
2.015000,1.484945,2.174983
2.016000,1.488645,2.182047
2.017000,1.496579,2.183761
2.018000,1.500244,2.182302
2.019000,1.504640,2.168719
2.020000,1.510352,2.175687
2.021000,1.512092,2.177994
2.022000,1.520718,2.185519
2.023000,1.523915,2.190437
2.024000,1.530046,2.191135
2.025000,1.533275,2.197729
2.026000,1.538312,2.194853
2.027000,1.541051,2.174655
2.028000,1.548822,2.190004
2.029000,1.552636,2.191936
2.030000,1.558668,2.173890
2.031000,1.560832,2.176599
2.032000,1.568846,2.189614
2.033000,1.574119,2.182299
2.034000,1.578613,2.182477
2.035000,1.578987,2.187200
2.036000,1.586623,2.185369
2.037000,1.590229,2.182928
2.038000,1.597040,2.189636
2.039000,1.599936,2.179921
2.040000,1.606707,2.184828
2.041000,1.609502,2.186502
2.042000,1.617194,2.187936
2.043000,1.622060,2.185809
2.044000,1.625905,2.193846
2.045000,1.628988,2.192869
2.046000,1.633630,2.195960
2.047000,1.642481,2.199720
2.048000,1.645271,2.190275
2.049000,1.654927,2.193987
2.050000,1.657162,2.198358
2.051000,1.658272,2.199605
2.052000,1.665914,2.181501
2.053000,1.672556,2.181072
2.054000,1.674540,2.179990
2.055000,1.680720,2.186603
2.056000,1.685312,2.179366
2.057000,1.691698,2.201489
2.058000,1.694771,2.183864
2.059000,1.698786,2.190216
2.060000,1.702897,2.183103
2.061000,1.708331,2.179338
2.062000,1.710861,2.178939
2.063000,1.719070,2.173772
2.064000,1.722941,2.178160
2.065000,1.727769,2.187654
2.066000,1.732594,2.181837
2.067000,1.739779,2.171236
2.068000,1.743378,2.179958
2.069000,1.749355,2.180379
2.070000,1.755457,2.175203
2.071000,1.759136,2.185048
2.072000,1.761701,2.176578
2.073000,1.766058,2.172479
2.074000,1.773210,2.167279
2.075000,1.776309,2.169593
2.076000,1.778895,2.165836
2.077000,1.786444,2.163891
2.078000,1.790190,2.177706
2.079000,1.794840,2.171009
2.080000,1.801322,2.152585
2.081000,1.806922,2.170753
2.082000,1.806512,2.168962
2.083000,1.813496,2.170345
2.084000,1.819834,2.161804
2.085000,1.821801,2.160692
2.086000,1.829682,2.173287
2.087000,1.833169,2.144072
2.088000,1.839917,2.163851
2.089000,1.842548,2.155209
2.090000,1.845480,2.161999
2.091000,1.851432,2.152364
2.092000,1.856141,2.147619
2.093000,1.862915,2.150247
2.094000,1.864585,2.162894
2.095000,1.870762,2.155272
2.096000,1.875473,2.140518
2.097000,1.880184,2.149382
2.098000,1.884912,2.162099
2.099000,1.888849,2.150160
2.100000,1.893341,2.131524
2.101000,1.896093,2.136486
2.102000,1.904524,2.140185
2.103000,1.904305,2.145133
2.104000,1.909176,2.138697
2.105000,1.915121,2.131433
2.106000,1.918861,2.120491
2.107000,1.926597,2.134877
2.108000,1.928375,2.111583
2.109000,1.934842,2.111195
2.110000,1.939016,2.102028
2.111000,1.943940,2.119099
2.112000,1.946297,2.123547
2.113000,1.952242,2.120247
2.114000,1.954978,2.103695
2.115000,1.960281,2.108733
2.116000,1.963560,2.101756
2.117000,1.969276,2.098815
2.118000,1.973161,2.099463
2.119000,1.980554,2.094919
2.120000,1.982316,2.090938
2.121000,1.986709,2.096491
2.122000,1.988208,2.087892
2.123000,1.990215,2.083764
2.124000,1.999412,2.087821
2.125000,2.001524,2.087781
2.126000,2.005680,2.090445
2.127000,2.009468,2.076623
2.128000,2.017181,2.085860
2.129000,2.017042,2.075363
2.130000,2.022819,2.062616
2.131000,2.023438,2.071603
2.132000,2.031682,2.087119
2.133000,2.036218,2.077437
2.134000,2.039130,2.076740
2.135000,2.041489,2.077530
2.136000,2.047900,2.069695
2.137000,2.051881,2.079936
2.138000,2.052503,2.063672
2.139000,2.059368,2.056234
2.140000,2.063664,2.047076
2.141000,2.069248,2.055899
2.142000,2.073232,2.047135
2.143000,2.077049,2.050365
2.144000,2.081435,2.040079
2.145000,2.081330,2.045471
2.146000,2.085129,2.039892
2.147000,2.092091,2.033381
2.148000,2.092830,2.029733
2.149000,2.098074,2.037145
2.150000,2.100242,2.040367
2.151000,2.102277,2.021341
2.152000,2.112732,2.026816
2.153000,2.113952,2.026685
2.154000,2.115446,2.029853
2.155000,2.121130,2.023515
2.156000,2.124779,2.027325
2.157000,2.123564,2.026026
2.158000,2.134145,2.017075
2.159000,2.134072,2.012932
2.160000,2.137944,2.011100
2.161000,2.143351,2.022246
2.162000,2.143009,1.994913
2.163000,2.151558,2.016580
2.164000,2.154589,1.999328
2.165000,2.155054,1.992259
2.166000,2.159749,1.988072
2.167000,2.163550,1.995417
2.168000,2.169260,1.984943
2.169000,2.168678,1.980903
2.170000,2.173583,1.985520
2.171000,2.174965,1.984836
2.172000,2.179782,1.988359
2.173000,2.180034,1.977778
2.174000,2.182600,1.985619
2.175000,2.188151,1.970733
2.176000,2.192785,1.971284
2.177000,2.198871,1.971744
2.178000,2.197588,1.964140
2.179000,2.201667,1.963986
2.180000,2.207995,1.964943
2.181000,2.208828,1.962657
2.182000,2.213825,1.966209
2.183000,2.215485,1.954115
2.184000,2.221278,1.950498
2.185000,2.220978,1.963079
2.186000,2.224933,1.951510
2.187000,2.227198,1.944577
2.188000,2.231637,1.938694
2.189000,2.236412,1.950512
2.190000,2.239406,1.937323
2.191000,2.238305,1.939121
2.192000,2.241497,1.943139
2.193000,2.246463,1.935816
2.194000,2.246524,1.935063
2.195000,2.254018,1.940934
2.196000,2.252351,1.917655
2.197000,2.256995,1.915413
2.198000,2.263691,1.919381
2.199000,2.261585,1.921025
2.200000,2.266350,1.920643
2.201000,2.270919,1.917882
2.202000,2.272359,1.911628
2.203000,2.274015,1.913698
2.204000,2.275960,1.914455
2.205000,2.277534,1.903242
2.206000,2.279053,1.901697
2.207000,2.285319,1.900945
2.208000,2.289236,1.900336
2.209000,2.291712,1.884922
2.210000,2.296217,1.897205
2.211000,2.295515,1.889187
2.212000,2.297461,1.892271
2.213000,2.300038,1.886939
2.214000,2.301814,1.891171
2.215000,2.302014,1.876411
2.216000,2.308069,1.882041
2.217000,2.309606,1.883591
2.218000,2.309733,1.888138
2.219000,2.313137,1.877630
2.220000,2.317126,1.886183
2.221000,2.318644,1.877039
2.222000,2.321588,1.890764
2.223000,2.324314,1.879844
2.224000,2.324684,1.868102
2.225000,2.327703,1.864543
2.226000,2.328594,1.850940
2.227000,2.332912,1.871968
2.228000,2.334507,1.847754
2.229000,2.335472,1.871305
2.230000,2.337390,1.875991
2.231000,2.340079,1.859599
2.232000,2.339598,1.847092
2.233000,2.342421,1.850058
2.234000,2.343501,1.851604
2.235000,2.344706,1.858641
2.236000,2.347882,1.845089
2.237000,2.349947,1.853851
2.238000,2.351631,1.851089
2.239000,2.357679,1.844391
2.240000,2.357186,1.836287
2.241000,2.357529,1.845309
2.242000,2.359548,1.839863
2.243000,2.360983,1.829898
2.244000,2.363752,1.846071
2.245000,2.365610,1.843751
2.246000,2.369460,1.835000
2.247000,2.366266,1.831254
2.248000,2.371679,1.832508
2.249000,2.369697,1.832524
2.250000,2.375728,1.824473
2.251000,2.375741,1.833866
2.252000,2.376358,1.842361
2.253000,2.378971,1.827195
2.254000,2.379049,1.823601
2.255000,2.383031,1.816017
2.256000,2.381323,1.814151
2.257000,2.383828,1.820800
2.258000,2.386641,1.812366
2.259000,2.389734,1.827427
2.260000,2.385748,1.809044
2.261000,2.390539,1.818050
2.262000,2.389348,1.811756
2.263000,2.392955,1.812000
2.264000,2.392549,1.807073
2.265000,2.396614,1.809606
2.266000,2.392766,1.804546
2.267000,2.397023,1.810565
2.268000,2.399645,1.827160
2.269000,2.400943,1.806999
2.270000,2.400793,1.802298
2.271000,2.401611,1.803282
2.272000,2.403171,1.811714
2.273000,2.403281,1.800211
2.274000,2.402994,1.801889
2.275000,2.404762,1.808264
2.276000,2.405195,1.805507
2.277000,2.407234,1.801801
2.278000,2.408545,1.814695
2.279000,2.409865,1.796693
2.280000,2.410275,1.791962
2.281000,2.408733,1.804015
2.282000,2.411492,1.790201
2.283000,2.411791,1.794691
2.284000,2.410585,1.793910
2.285000,2.416075,1.788684
2.286000,2.418578,1.798205
2.287000,2.416479,1.803203
2.288000,2.416343,1.789881
2.289000,2.417024,1.805123
2.290000,2.416801,1.809284
2.291000,2.420135,1.789846
2.292000,2.420477,1.779968
2.293000,2.418386,1.781994
2.294000,2.416392,1.791273
2.295000,2.419856,1.798716
2.296000,2.422280,1.790005
2.297000,2.423574,1.788306
2.298000,2.419801,1.778162
2.299000,2.422056,1.785287
2.300000,2.422451,1.801572
2.301000,2.423173,1.799821
2.302000,2.423102,1.773919
2.303000,2.421289,1.779465
2.304000,2.423234,1.785165
2.305000,2.424805,1.780408
2.306000,2.424826,1.789392
2.307000,2.424167,1.782856
2.308000,2.425384,1.783644
2.309000,2.422511,1.771486
2.310000,2.427769,1.777983
2.311000,2.423634,1.793433
2.312000,2.422334,1.788453
2.313000,2.422657,1.785595
2.314000,2.425469,1.777754
2.315000,2.424379,1.783874
2.316000,2.424062,1.805844
2.317000,2.421257,1.797947
2.318000,2.422862,1.793722
2.319000,2.423845,1.770253
2.320000,2.425346,1.791653
2.321000,2.425241,1.792310
2.322000,2.425109,1.793132
2.323000,2.421080,1.796040
2.324000,2.420804,1.790579
2.325000,2.423688,1.777151
2.326000,2.422892,1.800335
2.327000,2.421489,1.783420
2.328000,2.424283,1.783481
2.329000,2.421876,1.785343
2.330000,2.421759,1.790926
2.331000,2.420185,1.784759
2.332000,2.420777,1.788334
2.333000,2.417579,1.785307
2.334000,2.417201,1.782814
2.335000,2.418250,1.788540
2.336000,2.417496,1.784592
2.337000,2.417378,1.805324
2.338000,2.415162,1.794969
2.339000,2.417367,1.791382
2.340000,2.418129,1.779558
2.341000,2.417828,1.801093
2.342000,2.415035,1.781582
2.343000,2.411060,1.801883
2.344000,2.412986,1.796397
2.345000,2.412639,1.786309
2.346000,2.411014,1.805088
2.347000,2.410384,1.781428
2.348000,2.408337,1.800075
2.349000,2.407559,1.796005
2.350000,2.407942,1.787674
2.351000,2.406545,1.801505
2.352000,2.408497,1.795663
2.353000,2.403377,1.812118
2.354000,2.405946,1.806014
2.355000,2.405296,1.797509
2.356000,2.401848,1.807423
2.357000,2.401637,1.808097
2.358000,2.398968,1.803674
2.359000,2.399724,1.806343
2.360000,2.402604,1.813059
2.361000,2.396242,1.807228
2.362000,2.396840,1.822769
2.363000,2.394699,1.817897
2.364000,2.391988,1.809204
2.365000,2.392167,1.830892
2.366000,2.391736,1.819160
2.367000,2.389012,1.827980
2.368000,2.389453,1.815043
2.369000,2.386853,1.825171
2.370000,2.385329,1.819493
2.371000,2.385065,1.812634
2.372000,2.384857,1.827367
2.373000,2.384379,1.832401
2.374000,2.380703,1.805227
2.375000,2.380811,1.809692
2.376000,2.377472,1.825266
2.377000,2.377608,1.829128
2.378000,2.375361,1.828894
2.379000,2.373020,1.831104
2.380000,2.372013,1.833744
2.381000,2.370434,1.836524
2.382000,2.370174,1.837493
2.383000,2.367472,1.826183
2.384000,2.364657,1.823530
2.385000,2.364283,1.836940
2.386000,2.360387,1.840043
2.387000,2.361569,1.847500
2.388000,2.356919,1.841117
2.389000,2.353678,1.848760
2.390000,2.354038,1.839698
2.391000,2.352890,1.834523
2.392000,2.351512,1.853209
2.393000,2.349406,1.831704
2.394000,2.348941,1.847963
2.395000,2.344260,1.857108
2.396000,2.344006,1.851382
2.397000,2.341900,1.852339
2.398000,2.339370,1.862207
2.399000,2.336896,1.857755
2.400000,2.336787,1.863197
2.401000,2.334103,1.858444
2.402000,2.332495,1.851168
2.403000,2.328248,1.859153
2.404000,2.328259,1.862394
2.405000,2.323611,1.854903
2.406000,2.323639,1.880151
2.407000,2.322429,1.882590
2.408000,2.319166,1.870983
2.409000,2.317078,1.869282
2.410000,2.312433,1.902312
2.411000,2.312726,1.862908
2.412000,2.307581,1.876024
2.413000,2.307779,1.887858
2.414000,2.304585,1.884688
2.415000,2.303017,1.874154
2.416000,2.300071,1.898578
2.417000,2.298743,1.887322
2.418000,2.297833,1.877816
2.419000,2.291915,1.891374
2.420000,2.292931,1.898993
2.421000,2.287894,1.891277
2.422000,2.286261,1.902793
2.423000,2.283954,1.890542
2.424000,2.280306,1.888690
2.425000,2.276627,1.903080
2.426000,2.275993,1.904160
2.427000,2.273847,1.915773
2.428000,2.270363,1.905012
2.429000,2.267435,1.908747
2.430000,2.263236,1.913626
2.431000,2.263008,1.910902
2.432000,2.259513,1.914629
2.433000,2.255666,1.922031
2.434000,2.251130,1.914044
2.435000,2.251591,1.922928
2.436000,2.249690,1.934727
2.437000,2.244528,1.918652
2.438000,2.245589,1.922457
2.439000,2.242728,1.935906
2.440000,2.236925,1.934881
2.441000,2.234905,1.947331
2.442000,2.232131,1.933259
2.443000,2.230447,1.934424
2.444000,2.223891,1.927814
2.445000,2.223808,1.936941
2.446000,2.219447,1.933897
2.447000,2.217831,1.948174
2.448000,2.216900,1.927547
2.449000,2.210255,1.959628
2.450000,2.207142,1.963142
2.451000,2.205005,1.946406
2.452000,2.203129,1.966589
2.453000,2.199017,1.958725
2.454000,2.196962,1.958415
2.455000,2.189573,1.956747
2.456000,2.186404,1.959525
2.457000,2.187765,1.966840
2.458000,2.182958,1.963099
2.459000,2.178993,1.979544
2.460000,2.176757,1.972904
2.461000,2.170978,1.982983
2.462000,2.169720,1.987811
2.463000,2.166305,1.965831
2.464000,2.165062,1.979281
2.465000,2.159703,1.979374
2.466000,2.155362,1.993722
2.467000,2.151267,1.996778
2.468000,2.147949,2.008671
2.469000,2.145066,1.985655
2.470000,2.141220,1.980536
2.471000,2.139100,1.988613
2.472000,2.136746,1.990570
2.473000,2.133533,2.018050
2.474000,2.127829,1.980153
2.475000,2.125710,1.998206
2.476000,2.121731,2.008852
2.477000,2.117171,2.004022
2.478000,2.117308,2.005689
2.479000,2.112098,2.006638
2.480000,2.106774,2.000185
2.481000,2.103216,2.022251
2.482000,2.099857,2.018502
2.483000,2.097002,2.024386
2.484000,2.095721,2.025207
2.485000,2.088897,2.016771
2.486000,2.083815,2.025447
2.487000,2.082576,2.032462
2.488000,2.078118,2.025792
2.489000,2.076514,2.022607
2.490000,2.069083,2.034480
2.491000,2.066534,2.032171
2.492000,2.063103,2.035032
2.493000,2.055843,2.045286
2.494000,2.055317,2.043313
2.495000,2.054697,2.049945
2.496000,2.049439,2.040134
2.497000,2.045341,2.035233
2.498000,2.039187,2.059594
2.499000,2.036020,2.046229
2.500000,2.031863,2.051535
2.501000,2.027259,2.058366
2.502000,2.027543,2.060145
2.503000,2.021892,2.059080
2.504000,2.017374,2.044853
2.505000,2.013661,2.056457
2.506000,2.009252,2.075248
2.507000,2.005890,2.058928
2.508000,2.000677,2.069816
2.509000,1.998191,2.053308
2.510000,1.994691,2.084976
2.511000,1.988573,2.059242
2.512000,1.983875,2.071061
2.513000,1.982042,2.080764
2.514000,1.976964,2.081390
2.515000,1.973043,2.069277
2.516000,1.971399,2.080809
2.517000,1.965564,2.073423
2.518000,1.963188,2.078364
2.519000,1.956808,2.098559
2.520000,1.950731,2.084918
2.521000,1.950751,2.079733
2.522000,1.944668,2.096157
2.523000,1.939025,2.083032
2.524000,1.934594,2.092050
2.525000,1.932821,2.096578
2.526000,1.930339,2.085123
2.527000,1.924469,2.096950
2.528000,1.921109,2.094782
2.529000,1.914434,2.106367
2.530000,1.913715,2.121587
2.531000,1.908245,2.101262
2.532000,1.902086,2.098646
2.533000,1.898982,2.116581
2.534000,1.894908,2.111232
2.535000,1.890722,2.088942
2.536000,1.887152,2.112675
2.537000,1.881077,2.115762
2.538000,1.877481,2.112270
2.539000,1.873780,2.113791
2.540000,1.869649,2.118515
2.541000,1.866943,2.109696
2.542000,1.861186,2.110940
2.543000,1.857775,2.115582
2.544000,1.849891,2.124350
2.545000,1.848213,2.122729
2.546000,1.844537,2.125040
2.547000,1.841721,2.130854
2.548000,1.835843,2.125036
2.549000,1.832355,2.131773
2.550000,1.827734,2.113433
2.551000,1.822863,2.136006
2.552000,1.818181,2.119073
2.553000,1.812162,2.123307
2.554000,1.809585,2.129140
2.555000,1.804816,2.117856
2.556000,1.801887,2.146813
2.557000,1.795586,2.133376
2.558000,1.789375,2.126866
2.559000,1.788999,2.137885
2.560000,1.784620,2.139473
2.561000,1.778508,2.137246
2.562000,1.775390,2.134696
2.563000,1.772122,2.136931
2.564000,1.766723,2.132940
2.565000,1.760485,2.128425
2.566000,1.753449,2.128455
2.567000,1.754805,2.139229
2.568000,1.747224,2.134694
2.569000,1.745311,2.137966
2.570000,1.737508,2.138900
2.571000,1.734240,2.131130
2.572000,1.730860,2.133335
2.573000,1.726847,2.134342
2.574000,1.720870,2.129764
2.575000,1.716896,2.141575
2.576000,1.713113,2.155795
2.577000,1.707318,2.146308
2.578000,1.704911,2.139847
2.579000,1.699434,2.145120
2.580000,1.695051,2.141952
2.581000,1.689648,2.155878
2.582000,1.681895,2.136995
2.583000,1.678083,2.131657
2.584000,1.677236,2.148099
2.585000,1.669756,2.139341
2.586000,1.670018,2.131009
2.587000,1.665704,2.149849
2.588000,1.659307,2.134112
2.589000,1.656215,2.127363
2.590000,1.651324,2.156159
2.591000,1.644636,2.127822
2.592000,1.641927,2.147107
2.593000,1.637234,2.127944
2.594000,1.631801,2.139985
2.595000,1.627485,2.145459
2.596000,1.623970,2.135567
2.597000,1.618950,2.142303
2.598000,1.617255,2.141271
2.599000,1.611231,2.140918
2.600000,1.605733,2.124543
2.601000,1.600554,2.119691
2.602000,1.596226,2.142398
2.603000,1.593064,2.140110
2.604000,1.588268,2.127628
2.605000,1.585282,2.136917
2.606000,1.577740,2.138594
2.607000,1.575664,2.127671
2.608000,1.568616,2.127714
2.609000,1.567120,2.122458
2.610000,1.564657,2.121935
2.611000,1.558432,2.121416
2.612000,1.552069,2.125697
2.613000,1.547627,2.121275
2.614000,1.545094,2.125385
2.615000,1.540589,2.127207
2.616000,1.534708,2.127587
2.617000,1.532596,2.143493
2.618000,1.525688,2.130285
2.619000,1.523100,2.123326
2.620000,1.519381,2.120867
2.621000,1.513745,2.116277
2.622000,1.511639,2.123667
2.623000,1.506568,2.127868
2.624000,1.503103,2.119585
2.625000,1.495907,2.121470
2.626000,1.494252,2.114014
2.627000,1.489894,2.118620
2.628000,1.484121,2.117681
2.629000,1.484708,2.110456
2.630000,1.476327,2.105796
2.631000,1.471180,2.105129
2.632000,1.470554,2.108086
2.633000,1.464171,2.119937
2.634000,1.460350,2.113205
2.635000,1.455328,2.112049
2.636000,1.449657,2.103567
2.637000,1.446856,2.112068
2.638000,1.443850,2.103147
2.639000,1.437692,2.099010
2.640000,1.435734,2.099452
2.641000,1.429389,2.088798
2.642000,1.425919,2.105609
2.643000,1.421586,2.107019
2.644000,1.418600,2.085838
2.645000,1.415867,2.088411
2.646000,1.412287,2.078745
2.647000,1.407161,2.087862
2.648000,1.403016,2.087890
2.649000,1.397139,2.090862
2.650000,1.394181,2.091299
2.651000,1.391517,2.085198
2.652000,1.388520,2.086253
2.653000,1.384124,2.072921
2.654000,1.378469,2.083665
2.655000,1.375588,2.074565
2.656000,1.370153,2.073656
2.657000,1.367247,2.079058
2.658000,1.362316,2.062434
2.659000,1.355278,2.073068
2.660000,1.354831,2.050152
2.661000,1.352812,2.058510
